HEADER,SAMPLE,4
HEADER,HEURISTICS,EXPERIENCE,0.434885,CURIOSITY,0.2949418,ACHIEVEMENT,0.01124847,COMPLETION,0.1326663,AGGRESSION,0.1414621,ADRENALINE,0.9636732,CAUTION,0.6916299,EFFICIENCY,0.9571022,
HEADER,EVENTVALUES,Accuracy,82.7,Evasion,13.1,Low Cost,1,Med Cost,2,High Cost,4,LEnemyDamageMin,10,LEnemyDamageMax,30,LEnemyAccuracy,10,LEnemyEvasion,5,MEnemyDamageMin,30,MEnemyDamageMax,50,MEnemyAccuracy,70,MEnemyEvasion,10,HEnemyDamageMin,50,HEnemyDamageMax,70,HEnemyAccuracy,80,HEnemyEvasion,15,BEnemyDamageMin,70,BEnemyDamageMax,100,BEnemyAccuracy,90,BEnemyEvasion,20,LIEChallenge,0,MIEChallenge,0,HIEChallenge,0,
POSITION,0,-45.11,-0.226,-49.74,0,188.7092,0,100
POSITION,0.2571368,-45.11,-0.1586618,-49.74,0,188.7092,0,100
POSITION,0.5095239,-45.11,-0.1586618,-49.74,0,188.7092,0,100
POSITION,0.7563101,-44.93855,-0.1593237,-49.83309,0,164.4911,0,100
POSITION,1.006989,-44.32942,-0.1617193,-50.15858,0,136.2541,0,100
POSITION,1.280697,-43.47795,-0.1652201,-50.59555,0,122.4885,0,100
POSITION,1.516732,-42.73878,-0.1658382,-50.96418,0,118.4912,0,100
POSITION,1.758669,-41.97331,-0.1658409,-51.24018,0,112.5457,0,100
POSITION,2.014163,-41.54397,-0.1658409,-51.61408,0,126.1486,0,100
POSITION,2.271965,-41.627,-0.1658409,-52.10769,0,156.4727,0,100
POSITION,2.50907,-42.15802,-0.1658409,-52.60621,0,184.9254,0,100
POSITION,2.768928,-42.88316,-0.1609244,-53.15491,0,214.6988,0,100
POSITION,3.00696,-43.49503,-0.1470287,-53.64915,0,224.649,0,100
POSITION,3.356798,-43.79895,-0.1401266,-54.2695,0,193.7336,0,100
POSITION,3.565655,-43.48738,-0.1472024,-54.52994,0,168.6708,0,100
POSITION,3.805277,-42.75587,-0.1638151,-54.71815,0,139.9162,0,100
POSITION,4.068578,-41.85047,-0.1658409,-54.88994,0,112.5244,0,100
POSITION,4.349082,-40.88591,-0.1658409,-55.07296,0,103.4906,0,100
POSITION,4.577051,-40.10201,-0.1658409,-55.22169,0,101.5827,0,100
POSITION,4.807232,-39.31049,-0.1658409,-55.37187,0,100.9965,0,100
POSITION,5.059445,-38.44321,-0.1658409,-55.53642,0,100.8089,0,100
POSITION,5.333061,-37.50235,-0.1658409,-55.71494,0,100.7595,0,100
POSITION,5.553401,-36.74468,-0.1658409,-55.8587,0,101.4563,0,100
POSITION,5.830332,-35.80319,-0.1658409,-56.08905,0,103.2114,0,100
POSITION,6.133653,-34.77204,-0.1658409,-56.34158,0,103.6508,0,100
POSITION,6.47135,-33.62403,-0.1658409,-56.62271,0,103.7599,0,100
POSITION,6.955778,-31.97719,-0.1658409,-57.02602,0,103.7605,0,100
POSITION,7.17163,-31.63523,-0.1658409,-57.10976,0,133.858,0,100
POSITION,7.390397,-31.63523,-0.1658409,-57.10976,0,161.8919,0,100
POSITION,7.641315,-31.63523,-0.1658409,-57.10976,0,161.8919,0,100
