HEADER,SAMPLE,4
HEADER,HEURISTICS,EXPERIENCE,0.7491157,CURIOSITY,0.2832333,ACHIEVEMENT,0.2753944,COMPLETION,0.7738376,AGGRESSION,0.4786361,ADRENALINE,0.05310333,CAUTION,0.2402371,EFFICIENCY,0.8954504,
HEADER,EVENTVALUES,Accuracy,89.83358,Evasion,72.35847,Low Cost,1,Med Cost,2,High Cost,4,LEnemyDamageMin,7.158,LEnemyDamageMax,27.823,LEnemyAccuracy,10,LEnemyEvasion,5,MEnemyDamageMin,17.78,MEnemyDamageMax,40.361,MEnemyAccuracy,70,MEnemyEvasion,10,HEnemyDamageMin,22.832,HEnemyDamageMax,55.091,HEnemyAccuracy,80,HEnemyEvasion,15,BEnemyDamageMin,17.647,BEnemyDamageMax,55.263,BEnemyAccuracy,90,BEnemyEvasion,20,LIEChallenge,0,MIEChallenge,0,HIEChallenge,0,
POSITION,0,-41.59,0.01999998,-22.17,0,88.86464,0,100
POSITION,0.5697656,-41.59,0.0199995,-22.17,0,88.86464,0,100
POSITION,0.6933016,-41.59,0.0199995,-22.17,0,88.86464,0,100
POSITION,1.012811,-41.40439,0.0199995,-22.23076,0,102.7336,0,100
POSITION,1.128674,-41.12294,0.0199995,-22.3229,0,105.5349,0,100
POSITION,1.378117,-40.29531,0.0199995,-22.59384,0,107.6291,0,100
POSITION,1.712214,-39.18401,0.0199995,-22.95765,0,108.0651,0,100
POSITION,1.95849,-38.36482,0.0199995,-23.22583,0,108.1147,0,100
POSITION,2.191385,-37.59014,0.0199995,-23.47944,0,108.1241,0,100
POSITION,2.432166,-36.78923,0.0199995,-23.74163,0,108.1263,0,100
POSITION,2.668769,-36.02301,0.0199995,-24.05078,0,114.3425,0,100
POSITION,2.891089,-35.32484,0.0199995,-24.39432,0,115.7432,0,100
POSITION,3.15057,-34.51003,0.0199995,-24.79542,0,116.1283,0,100
POSITION,3.390759,-33.75579,0.0199995,-25.16669,0,116.1919,0,100
POSITION,3.677836,-32.85432,0.0199995,-25.61044,0,116.2068,0,100
POSITION,3.962105,-31.96168,0.0199995,-26.04985,0,116.2086,0,100
POSITION,4.224888,-31.13649,0.0199995,-26.45605,0,116.2088,0,100
POSITION,4.470096,-30.3665,0.0199995,-26.83508,0,116.2089,0,100
POSITION,4.712758,-29.6045,0.0199995,-27.21018,0,116.2089,0,100
POSITION,4.941446,-28.88638,0.0199995,-27.56367,0,116.2089,0,100
POSITION,5.164562,-28.24619,0.0199995,-27.98739,0,131.6418,0,100
POSITION,5.399436,-27.71518,0.0199995,-28.61492,0,138.1882,0,100
POSITION,5.640052,-27.17401,0.0199995,-29.26018,0,139.5388,0,100
POSITION,5.857002,-26.68606,0.0199995,-29.84197,0,139.8696,0,100
POSITION,6.142076,-26.0449,0.0199995,-30.60646,0,139.9836,0,100
POSITION,6.349368,-25.57869,0.0199995,-31.16236,0,140.0042,0,100
POSITION,6.60101,-25.01272,0.0199995,-31.83719,0,140.0117,0,100
POSITION,6.92064,-24.29384,0.0199995,-32.69434,0,140.0141,0,100
POSITION,7.087848,-23.91777,0.0199995,-33.14275,0,140.0141,0,100
POSITION,7.371662,-23.27945,0.0199995,-33.90385,0,140.0141,0,100
POSITION,7.583695,-22.80257,0.0199995,-34.47247,0,140.0142,0,100
INTERACTION,7.583695,space_man_model (7),-22.30032,7.629395E-06,-35.07132,100,ET_HAZARD_ENEMY_LOW
COMBAT,7.583695,Low,3,3,0,100,0,10.58369,
POSITION,7.881949,-22.30564,0.0199995,-35.06498,0,140.0142,0,100
POSITION,8.102584,-22.30032,0.0199995,-35.07132,0,140.0142,0,100
POSITION,8.476942,-22.19552,0.0199995,-35.0809,0,118.8054,0,100
POSITION,8.716924,-21.64178,0.0199995,-35.10617,0,96.90216,0,100
POSITION,8.912137,-20.95863,0.0199995,-35.09494,0,91.50768,0,100
POSITION,9.114359,-20.25095,0.0199995,-35.08301,0,89.76516,0,100
POSITION,9.40266,-19.24204,0.0199995,-35.06601,0,89.12411,0,100
POSITION,9.654916,-18.35927,0.0199995,-35.05112,0,89.05045,0,100
POSITION,9.868462,-17.61197,0.0199995,-35.03852,0,89.03853,0,100
POSITION,10.19977,-16.45254,0.0199995,-35.01898,0,89.03467,0,100
POSITION,10.41337,-15.70506,0.0199995,-35.00637,0,89.03426,0,100
POSITION,10.63455,-15.0287,0.0199995,-34.99497,0,101.8502,0,100
POSITION,10.89637,-14.75533,0.0199995,-34.99036,0,140.6824,0,100
POSITION,11.09598,-14.75533,0.0199995,-34.99036,0,140.6824,0,100
POSITION,11.36082,-14.75533,0.0199995,-34.99036,0,140.6824,0,100
POSITION,11.71063,-14.75533,0.0199995,-34.99036,0,118.833,0,100
POSITION,11.95454,-14.75533,0.0199995,-34.99036,0,65.08072,0,100
POSITION,12.17831,-14.75533,0.0199995,-34.99036,0,36.77281,0,100
POSITION,12.40417,-14.75533,0.0199995,-34.99036,0,36.77281,0,100
POSITION,12.61085,-14.75533,0.0199995,-34.99036,0,36.77281,0,100
POSITION,12.96818,-14.75533,0.0199995,-34.99036,0,53.54871,0,100
POSITION,13.24412,-14.75533,0.0199995,-34.99036,0,84.25364,0,100
POSITION,13.51801,-14.60595,0.0199995,-34.98785,0,87.10039,0,100
POSITION,13.64396,-14.33001,0.0199995,-34.98319,0,88.12303,0,100
POSITION,13.86783,-13.58332,0.0199995,-34.9706,0,88.81158,0,100
POSITION,14.18467,-12.47456,0.0199995,-34.95191,0,89.00199,0,100
POSITION,14.38821,-11.76225,0.0199995,-34.9399,0,89.02469,0,100
POSITION,14.63068,-10.91374,0.0199995,-34.92559,0,89.03217,0,100
POSITION,14.94756,-9.804825,0.0199995,-34.9069,0,89.03387,0,100
POSITION,15.15308,-9.085604,0.0199995,-34.89478,0,89.03404,0,100
INTERACTION,15.27839,space_man_model (10),-7.801666,7.629395E-06,-34.87313,100,ET_HAZARD_ENEMY_LOW
COMBAT,15.27839,Low,13,10,0,100,0,28.27839,
POSITION,15.4397,-8.08256,0.0199995,-34.87786,0,89.03398,0,100
POSITION,15.73334,-7.801666,0.0199995,-34.87313,0,89.03398,0,100
POSITION,15.98036,-7.801666,0.0199995,-34.87313,0,89.03398,0,100
POSITION,16.23108,-7.74607,0.0199995,-34.76106,0,58.9474,0,100
POSITION,16.45827,-7.492634,0.0199995,-34.26309,0,36.38017,0,100
POSITION,16.6597,-7.164297,0.0199995,-33.63921,0,30.33173,0,100
POSITION,16.90385,-6.766288,0.0199995,-32.88301,0,28.41202,0,100
POSITION,17.14775,-6.368701,0.0199995,-32.12762,0,27.92428,0,100
POSITION,17.38377,-5.983952,0.0199995,-31.39661,0,27.80368,0,100
POSITION,17.63264,-5.578266,0.0199995,-30.62583,0,27.77011,0,100
POSITION,17.86376,-5.201499,0.0199995,-29.90999,0,27.76222,0,100
POSITION,18.13345,-4.761867,0.0199995,-29.07472,0,27.75982,0,100
POSITION,18.43295,-4.273651,0.0199995,-28.14713,0,27.75928,0,100
POSITION,18.63273,-3.947974,0.0199995,-27.52836,0,27.7592,0,100
POSITION,18.85783,-3.581032,0.0199995,-26.83119,0,27.75918,0,100
POSITION,19.10229,-3.182523,0.0199995,-26.07405,0,27.75917,0,100
POSITION,19.33335,-2.805864,0.0199995,-25.35841,0,27.75917,0,100
POSITION,19.66078,-2.272102,0.0199995,-24.34429,0,27.75917,0,100
POSITION,19.90172,-1.879329,0.0199995,-23.59804,0,27.75917,0,100
